"Date / Time","Object Name","Object Value",
"10/15/2019 04:40:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 04:30:00 PM","OA-T.Trend - Present Value (Trend1)","66.92 ",
"10/15/2019 04:30:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 04:30:00 PM","HHWS-T.Trend - Present Value (Trend1)","144.9415 ",
"10/15/2019 04:30:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 04:20:00 PM","OA-T.Trend - Present Value (Trend1)","66.74 ",
"10/15/2019 04:20:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 04:20:00 PM","HHWS-T.Trend - Present Value (Trend1)","148.6444 ",
"10/15/2019 04:20:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 04:10:00 PM","OA-T.Trend - Present Value (Trend1)","67.82 ",
"10/15/2019 04:10:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 04:10:00 PM","HHWS-T.Trend - Present Value (Trend1)","137.6295 ",
"10/15/2019 04:10:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 04:00:00 PM","OA-T.Trend - Present Value (Trend1)","67.64 ",
"10/15/2019 04:00:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 04:00:00 PM","HHWS-T.Trend - Present Value (Trend1)","149.2002 ",
"10/15/2019 04:00:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 03:50:00 PM","OA-T.Trend - Present Value (Trend1)","66.92 ",
"10/15/2019 03:50:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 03:50:00 PM","HHWS-T.Trend - Present Value (Trend1)","137.9999 ",
"10/15/2019 03:50:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 03:40:00 PM","OA-T.Trend - Present Value (Trend1)","66.38 ",
"10/15/2019 03:40:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 03:40:00 PM","HHWS-T.Trend - Present Value (Trend1)","143.5605 ",
"10/15/2019 03:40:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 03:30:00 PM","OA-T.Trend - Present Value (Trend1)","65.84 ",
"10/15/2019 03:30:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145 ",
"10/15/2019 03:30:00 PM","HHWS-T.Trend - Present Value (Trend1)","147.7012 ",
"10/15/2019 03:30:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 03:20:00 PM","OA-T.Trend - Present Value (Trend1)","65.12 ",
"10/15/2019 03:20:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145.192 ",
"10/15/2019 03:20:00 PM","HHWS-T.Trend - Present Value (Trend1)","144.2589 ",
"10/15/2019 03:20:00 PM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 03:10:00 PM","OA-T.Trend - Present Value (Trend1)","64.22 ",
"10/15/2019 03:10:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145.3801 ",
"10/15/2019 03:10:00 PM","HHWS-T.Trend - Present Value (Trend1)","138.6997 ",
"10/15/2019 03:10:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 03:00:00 PM","OA-T.Trend - Present Value (Trend1)","63.86 ",
"10/15/2019 03:00:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145.5511 ",
"10/15/2019 03:00:00 PM","HHWS-T.Trend - Present Value (Trend1)","137.9999 ",
"10/15/2019 03:00:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 02:50:00 PM","OA-T.Trend - Present Value (Trend1)","62.96 ",
"10/15/2019 02:50:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145.7147 ",
"10/15/2019 02:50:00 PM","HHWS-T.Trend - Present Value (Trend1)","149.5132 ",
"10/15/2019 02:50:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 02:40:00 PM","OA-T.Trend - Present Value (Trend1)","62.6 ",
"10/15/2019 02:40:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145.8592 ",
"10/15/2019 02:40:00 PM","HHWS-T.Trend - Present Value (Trend1)","148.7374 ",
"10/15/2019 02:40:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 02:30:00 PM","OA-T.Trend - Present Value (Trend1)","61.52 ",
"10/15/2019 02:30:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","145.9811 ",
"10/15/2019 02:30:00 PM","HHWS-T.Trend - Present Value (Trend1)","146.5952 ",
"10/15/2019 02:30:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 02:20:00 PM","OA-T.Trend - Present Value (Trend1)","60.8 ",
"10/15/2019 02:20:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.0753 ",
"10/15/2019 02:20:00 PM","HHWS-T.Trend - Present Value (Trend1)","142.1922 ",
"10/15/2019 02:20:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 02:10:00 PM","OA-T.Trend - Present Value (Trend1)","60.62 ",
"10/15/2019 02:10:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.1424 ",
"10/15/2019 02:10:00 PM","HHWS-T.Trend - Present Value (Trend1)","138.0498 ",
"10/15/2019 02:10:00 PM","HHWR-T.Trend - Present Value (Trend1)","130.6188 ",
"10/15/2019 02:00:00 PM","OA-T.Trend - Present Value (Trend1)","60.62 ",
"10/15/2019 02:00:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.2184 ",
"10/15/2019 02:00:00 PM","HHWS-T.Trend - Present Value (Trend1)","139.5379 ",
"10/15/2019 02:00:00 PM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 01:50:00 PM","OA-T.Trend - Present Value (Trend1)","60.44 ",
"10/15/2019 01:50:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.2927 ",
"10/15/2019 01:50:00 PM","HHWS-T.Trend - Present Value (Trend1)","141.5466 ",
"10/15/2019 01:50:00 PM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 01:40:00 PM","OA-T.Trend - Present Value (Trend1)","60.8 ",
"10/15/2019 01:40:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.3789 ",
"10/15/2019 01:40:00 PM","HHWS-T.Trend - Present Value (Trend1)","148.0038 ",
"10/15/2019 01:40:00 PM","HHWR-T.Trend - Present Value (Trend1)","133.1384 ",
"10/15/2019 01:30:00 PM","OA-T.Trend - Present Value (Trend1)","60.26 ",
"10/15/2019 01:30:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.5108 ",
"10/15/2019 01:30:00 PM","HHWS-T.Trend - Present Value (Trend1)","148.7374 ",
"10/15/2019 01:30:00 PM","HHWR-T.Trend - Present Value (Trend1)","133.1384 ",
"10/15/2019 01:20:00 PM","OA-T.Trend - Present Value (Trend1)","60.62 ",
"10/15/2019 01:20:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.6107 ",
"10/15/2019 01:20:00 PM","HHWS-T.Trend - Present Value (Trend1)","149.6679 ",
"10/15/2019 01:20:00 PM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 01:10:00 PM","OA-T.Trend - Present Value (Trend1)","60.62 ",
"10/15/2019 01:10:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.7655 ",
"10/15/2019 01:10:00 PM","HHWS-T.Trend - Present Value (Trend1)","149.7932 ",
"10/15/2019 01:10:00 PM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 01:00:00 PM","OA-T.Trend - Present Value (Trend1)","59.72 ",
"10/15/2019 01:00:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","146.9197 ",
"10/15/2019 01:00:00 PM","HHWS-T.Trend - Present Value (Trend1)","143.7003 ",
"10/15/2019 01:00:00 PM","HHWR-T.Trend - Present Value (Trend1)","133.1384 ",
"10/15/2019 12:50:00 PM","OA-T.Trend - Present Value (Trend1)","59.36 ",
"10/15/2019 12:50:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","147.0607 ",
"10/15/2019 12:50:00 PM","HHWS-T.Trend - Present Value (Trend1)","149.2299 ",
"10/15/2019 12:50:00 PM","HHWR-T.Trend - Present Value (Trend1)","133.1384 ",
"10/15/2019 12:40:00 PM","OA-T.Trend - Present Value (Trend1)","59.54 ",
"10/15/2019 12:40:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","147.2124 ",
"10/15/2019 12:40:00 PM","HHWS-T.Trend - Present Value (Trend1)","141.7343 ",
"10/15/2019 12:40:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 12:30:00 PM","OA-T.Trend - Present Value (Trend1)","59.36 ",
"10/15/2019 12:30:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","147.4001 ",
"10/15/2019 12:30:00 PM","HHWS-T.Trend - Present Value (Trend1)","152.2786 ",
"10/15/2019 12:30:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 12:20:00 PM","OA-T.Trend - Present Value (Trend1)","58.64 ",
"10/15/2019 12:20:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","147.5775 ",
"10/15/2019 12:20:00 PM","HHWS-T.Trend - Present Value (Trend1)","146.6233 ",
"10/15/2019 12:20:00 PM","HHWR-T.Trend - Present Value (Trend1)","129.8132 ",
"10/15/2019 12:10:00 PM","OA-T.Trend - Present Value (Trend1)","58.1 ",
"10/15/2019 12:10:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","147.7489 ",
"10/15/2019 12:10:00 PM","HHWS-T.Trend - Present Value (Trend1)","146.5346 ",
"10/15/2019 12:10:00 PM","HHWR-T.Trend - Present Value (Trend1)","130.6188 ",
"10/15/2019 12:00:00 PM","OA-T.Trend - Present Value (Trend1)","57.02 ",
"10/15/2019 12:00:00 PM","LTHWAFT-SP.Trend - Present Value (Trend1)","147.8866 ",
"10/15/2019 12:00:00 PM","HHWS-T.Trend - Present Value (Trend1)","147.7299 ",
"10/15/2019 12:00:00 PM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 11:50:00 AM","OA-T.Trend - Present Value (Trend1)","57.02 ",
"10/15/2019 11:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.0177 ",
"10/15/2019 11:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","147.7299 ",
"10/15/2019 11:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 11:40:00 AM","OA-T.Trend - Present Value (Trend1)","56.84 ",
"10/15/2019 11:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.1609 ",
"10/15/2019 11:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.9534 ",
"10/15/2019 11:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 11:30:00 AM","OA-T.Trend - Present Value (Trend1)","56.66 ",
"10/15/2019 11:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.3037 ",
"10/15/2019 11:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","144.0337 ",
"10/15/2019 11:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 11:20:00 AM","OA-T.Trend - Present Value (Trend1)","55.94 ",
"10/15/2019 11:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.45 ",
"10/15/2019 11:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","151.4278 ",
"10/15/2019 11:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 11:10:00 AM","OA-T.Trend - Present Value (Trend1)","55.22 ",
"10/15/2019 11:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.5776 ",
"10/15/2019 11:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","151.1374 ",
"10/15/2019 11:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 11:00:00 AM","OA-T.Trend - Present Value (Trend1)","54.5 ",
"10/15/2019 11:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.6657 ",
"10/15/2019 11:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","144.6547 ",
"10/15/2019 11:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 10:50:00 AM","OA-T.Trend - Present Value (Trend1)","54.32 ",
"10/15/2019 10:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.7455 ",
"10/15/2019 10:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","145.8317 ",
"10/15/2019 10:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 10:40:00 AM","OA-T.Trend - Present Value (Trend1)","54.14 ",
"10/15/2019 10:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.839 ",
"10/15/2019 10:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.7156 ",
"10/15/2019 10:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","129.0227 ",
"10/15/2019 10:30:00 AM","OA-T.Trend - Present Value (Trend1)","53.96 ",
"10/15/2019 10:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.916 ",
"10/15/2019 10:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.2163 ",
"10/15/2019 10:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 10:20:00 AM","OA-T.Trend - Present Value (Trend1)","53.6 ",
"10/15/2019 10:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","148.9971 ",
"10/15/2019 10:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.1824 ",
"10/15/2019 10:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 10:10:00 AM","OA-T.Trend - Present Value (Trend1)","53.06 ",
"10/15/2019 10:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.0647 ",
"10/15/2019 10:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.4186 ",
"10/15/2019 10:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 10:00:00 AM","OA-T.Trend - Present Value (Trend1)","53.06 ",
"10/15/2019 10:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.1195 ",
"10/15/2019 10:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","145.7767 ",
"10/15/2019 10:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 09:50:00 AM","OA-T.Trend - Present Value (Trend1)","52.88 ",
"10/15/2019 09:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.1812 ",
"10/15/2019 09:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2944 ",
"10/15/2019 09:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","130.6188 ",
"10/15/2019 09:40:00 AM","OA-T.Trend - Present Value (Trend1)","52.52 ",
"10/15/2019 09:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.2341 ",
"10/15/2019 09:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.0616 ",
"10/15/2019 09:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","128.2406 ",
"10/15/2019 09:30:00 AM","OA-T.Trend - Present Value (Trend1)","52.34 ",
"10/15/2019 09:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.2662 ",
"10/15/2019 09:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.5571 ",
"10/15/2019 09:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","127.4728 ",
"10/15/2019 09:20:00 AM","OA-T.Trend - Present Value (Trend1)","52.34 ",
"10/15/2019 09:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3045 ",
"10/15/2019 09:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 09:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","128.2406 ",
"10/15/2019 09:10:00 AM","OA-T.Trend - Present Value (Trend1)","52.16 ",
"10/15/2019 09:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3371 ",
"10/15/2019 09:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.5264 ",
"10/15/2019 09:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","130.6188 ",
"10/15/2019 09:00:00 AM","OA-T.Trend - Present Value (Trend1)","51.8 ",
"10/15/2019 09:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3625 ",
"10/15/2019 09:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.0327 ",
"10/15/2019 09:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","130.6188 ",
"10/15/2019 08:50:00 AM","OA-T.Trend - Present Value (Trend1)","51.62 ",
"10/15/2019 08:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3771 ",
"10/15/2019 08:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 08:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 08:40:00 AM","OA-T.Trend - Present Value (Trend1)","51.62 ",
"10/15/2019 08:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3816 ",
"10/15/2019 08:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 08:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","128.2406 ",
"10/15/2019 08:30:00 AM","OA-T.Trend - Present Value (Trend1)","51.44 ",
"10/15/2019 08:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3826 ",
"10/15/2019 08:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 08:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","129.8132 ",
"10/15/2019 08:20:00 AM","OA-T.Trend - Present Value (Trend1)","51.44 ",
"10/15/2019 08:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3762 ",
"10/15/2019 08:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.5264 ",
"10/15/2019 08:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","128.2406 ",
"10/15/2019 08:10:00 AM","OA-T.Trend - Present Value (Trend1)","51.62 ",
"10/15/2019 08:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3596 ",
"10/15/2019 08:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.0038 ",
"10/15/2019 08:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","124.5155 ",
"10/15/2019 08:00:00 AM","OA-T.Trend - Present Value (Trend1)","51.62 ",
"10/15/2019 08:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.362 ",
"10/15/2019 08:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 08:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","128.2406 ",
"10/15/2019 07:50:00 AM","OA-T.Trend - Present Value (Trend1)","51.62 ",
"10/15/2019 07:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3704 ",
"10/15/2019 07:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.0327 ",
"10/15/2019 07:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 07:40:00 AM","OA-T.Trend - Present Value (Trend1)","51.8 ",
"10/15/2019 07:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.3805 ",
"10/15/2019 07:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 07:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","130.6188 ",
"10/15/2019 07:30:00 AM","OA-T.Trend - Present Value (Trend1)","51.98 ",
"10/15/2019 07:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.4044 ",
"10/15/2019 07:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2646 ",
"10/15/2019 07:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 07:20:00 AM","OA-T.Trend - Present Value (Trend1)","52.16 ",
"10/15/2019 07:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.4445 ",
"10/15/2019 07:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","148.0327 ",
"10/15/2019 07:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 07:10:00 AM","OA-T.Trend - Present Value (Trend1)","51.98 ",
"10/15/2019 07:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.4981 ",
"10/15/2019 07:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.4908 ",
"10/15/2019 07:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 07:00:00 AM","OA-T.Trend - Present Value (Trend1)","51.98 ",
"10/15/2019 07:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.5474 ",
"10/15/2019 07:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.4908 ",
"10/15/2019 07:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","129.8132 ",
"10/15/2019 06:50:00 AM","OA-T.Trend - Present Value (Trend1)","51.98 ",
"10/15/2019 06:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.6071 ",
"10/15/2019 06:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.4908 ",
"10/15/2019 06:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 06:40:00 AM","OA-T.Trend - Present Value (Trend1)","51.62 ",
"10/15/2019 06:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.6721 ",
"10/15/2019 06:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2299 ",
"10/15/2019 06:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","132.2707 ",
"10/15/2019 06:30:00 AM","OA-T.Trend - Present Value (Trend1)","51.44 ",
"10/15/2019 06:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.72 ",
"10/15/2019 06:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2299 ",
"10/15/2019 06:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","135.8419 ",
"10/15/2019 06:20:00 AM","OA-T.Trend - Present Value (Trend1)","51.08 ",
"10/15/2019 06:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.7658 ",
"10/15/2019 06:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.4908 ",
"10/15/2019 06:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","137.7285 ",
"10/15/2019 06:10:00 AM","OA-T.Trend - Present Value (Trend1)","50.9 ",
"10/15/2019 06:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8059 ",
"10/15/2019 06:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.4908 ",
"10/15/2019 06:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","136.7748 ",
"10/15/2019 06:00:00 AM","OA-T.Trend - Present Value (Trend1)","50.54 ",
"10/15/2019 06:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8207 ",
"10/15/2019 06:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2299 ",
"10/15/2019 06:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","135.8419 ",
"10/15/2019 05:50:00 AM","OA-T.Trend - Present Value (Trend1)","50.36 ",
"10/15/2019 05:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8257 ",
"10/15/2019 05:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","151.8512 ",
"10/15/2019 05:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","135.8419 ",
"10/15/2019 05:40:00 AM","OA-T.Trend - Present Value (Trend1)","50.72 ",
"10/15/2019 05:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.818 ",
"10/15/2019 05:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","149.2002 ",
"10/15/2019 05:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.9252 ",
"10/15/2019 05:30:00 AM","OA-T.Trend - Present Value (Trend1)","50.72 ",
"10/15/2019 05:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8372 ",
"10/15/2019 05:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","147.9412 ",
"10/15/2019 05:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 05:20:00 AM","OA-T.Trend - Present Value (Trend1)","50.72 ",
"10/15/2019 05:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8594 ",
"10/15/2019 05:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.3992 ",
"10/15/2019 05:20:00 AM","HHWR-T.Trend - Present Value (Trend1)","133.1384 ",
"10/15/2019 05:10:00 AM","OA-T.Trend - Present Value (Trend1)","50.54 ",
"10/15/2019 05:10:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8761 ",
"10/15/2019 05:10:00 AM","HHWS-T.Trend - Present Value (Trend1)","151.72 ",
"10/15/2019 05:10:00 AM","HHWR-T.Trend - Present Value (Trend1)","131.4367 ",
"10/15/2019 05:00:00 AM","OA-T.Trend - Present Value (Trend1)","50.36 ",
"10/15/2019 05:00:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8864 ",
"10/15/2019 05:00:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.3992 ",
"10/15/2019 05:00:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.0243 ",
"10/15/2019 04:50:00 AM","OA-T.Trend - Present Value (Trend1)","50.54 ",
"10/15/2019 04:50:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.8977 ",
"10/15/2019 04:50:00 AM","HHWS-T.Trend - Present Value (Trend1)","147.8498 ",
"10/15/2019 04:50:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.9252 ",
"10/15/2019 04:40:00 AM","OA-T.Trend - Present Value (Trend1)","50.54 ",
"10/15/2019 04:40:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.917 ",
"10/15/2019 04:40:00 AM","HHWS-T.Trend - Present Value (Trend1)","151.5267 ",
"10/15/2019 04:40:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.9252 ",
"10/15/2019 04:30:00 AM","OA-T.Trend - Present Value (Trend1)","50.36 ",
"10/15/2019 04:30:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.9322 ",
"10/15/2019 04:30:00 AM","HHWS-T.Trend - Present Value (Trend1)","147.821 ",
"10/15/2019 04:30:00 AM","HHWR-T.Trend - Present Value (Trend1)","134.9252 ",
"10/15/2019 04:20:00 AM","OA-T.Trend - Present Value (Trend1)","50.18 ",
"10/15/2019 04:20:00 AM","LTHWAFT-SP.Trend - Present Value (Trend1)","149.9367 ",
"10/15/2019 04:20:00 AM","HHWS-T.Trend - Present Value (Trend1)","150.2368 ",
